profissao,educacao,cargo,renda,segmentacao,seguro
4,11,11,4,40,1
4,7,12,4,45,1
4,15,10,4,40,1
4,9,12,4,55,1
4,15,8,4,57,1
4,15,1,4,35,0
6,4,5,4,40,1
4,11,12,0,25,0
4,15,1,2,25,0
2,12,10,4,40,1
4,15,12,2,35,0
6,3,4,4,67,1
2,12,10,4,40,0
1,9,11,4,50,1
2,15,14,2,40,0
2,11,4,0,40,0
7,11,4,4,40,0
4,9,12,4,40,0
2,8,11,4,56,1
6,4,5,4,70,1
2,15,5,4,40,1
4,11,14,4,40,1
4,11,10,4,30,1
4,1,7,4,40,0
4,15,1,4,32,0
4,15,3,4,40,1
4,9,10,4,40,0
2,11,3,4,40,1
4,11,7,4,40,1
6,9,3,4,40,1
4,9,1,4,20,0
4,15,10,2,38,0
4,11,3,4,40,0
4,15,10,4,40,0
6,11,3,4,40,1
4,8,10,4,40,0
4,15,9,4,30,0
4,11,12,4,43,0
4,11,8,4,37,1
2,8,11,4,42,1
4,11,14,4,40,1
4,5,8,4,32,0
4,15,3,4,60,1
4,9,10,4,36,1
4,15,7,4,40,0
4,11,13,4,40,0
4,15,12,1,40,0
6,11,5,1,40,1
4,11,1,2,45,0
4,11,13,4,40,1
4,15,12,4,48,1
0,15,0,4,8,1
4,9,4,4,60,1
2,12,10,4,40,0
4,11,8,4,35,1
0,11,0,4,10,1
4,8,12,4,60,1
4,11,7,4,40,0
4,15,10,4,40,0
4,0,8,4,30,0
4,1,3,4,16,1
4,14,10,4,50,1
4,11,7,4,40,1
7,15,4,4,39,0
4,11,6,4,40,1
4,9,12,4,60,0
4,9,10,4,40,1
4,1,8,4,40,1
4,15,8,4,40,0
4,0,8,4,40,0
4,14,10,4,60,1
4,11,7,4,40,1
4,11,14,4,40,1
4,11,4,4,35,0
1,11,1,2,40,0
6,11,5,4,40,1
4,0,8,4,24,1
4,15,4,4,60,0
4,12,4,4,65,1
4,11,3,4,40,1
4,9,3,4,48,1
4,11,14,4,75,1
4,11,3,4,50,1
4,0,5,4,35,1
4,11,12,2,20,0
5,15,4,4,40,1
4,11,11,4,40,1
4,11,14,4,40,1
4,11,14,4,12,1
4,15,12,4,57,1
4,9,4,4,50,1
4,12,1,4,40,1
0,11,0,2,40,1
4,1,3,4,65,1
4,11,12,4,42,1
4,11,3,4,40,1
4,1,6,2,40,1
7,15,1,4,37,0
4,11,3,4,40,1
4,15,10,4,40,1
4,11,8,4,30,1
2,11,8,2,32,1
6,0,3,4,60,1
4,11,7,4,48,1
4,1,3,4,25,1
6,11,3,4,60,1
4,1,6,4,25,1
4,11,6,4,8,0
2,9,10,4,40,0
4,11,13,4,46,1
4,15,7,4,45,1
4,15,14,4,60,1
2,12,10,4,40,1
4,15,1,4,38,0
4,11,12,4,45,1
4,5,3,4,40,1
4,9,3,4,46,1
4,9,10,4,40,0
4,15,7,2,40,1
4,0,8,4,10,0
4,0,3,4,40,1
6,15,8,2,40,1
4,11,1,4,40,0
2,11,14,4,40,1
6,11,5,4,20,1
6,15,5,4,15,0
7,11,11,2,40,1
2,9,10,2,38,1
4,11,8,1,40,0
4,9,4,4,42,0
5,8,4,2,40,1
4,7,1,4,25,0
4,15,3,4,40,1
2,15,8,4,20,0
4,9,4,4,70,1
4,11,14,2,40,1
4,9,10,4,40,0
6,11,12,4,60,1
4,1,8,4,16,1
4,15,10,4,40,0
6,8,5,4,45,1
0,2,0,4,48,1
5,5,3,4,40,1
0,11,0,4,40,1
6,0,3,4,35,0
6,12,10,4,10,0
2,0,3,2,65,1
4,1,8,4,36,0
2,9,3,4,40,1
4,15,10,4,40,0
4,11,1,2,40,0
6,9,12,4,50,1
6,11,12,4,40,1
6,9,3,4,50,1
4,11,1,4,40,0
4,11,7,4,44,0
4,15,12,4,55,1
2,9,10,4,45,1
4,15,4,4,40,0
4,12,1,4,40,0
6,9,10,1,60,1
6,11,13,4,30,1
4,9,12,4,45,1
4,11,7,4,55,1
1,7,10,4,40,1
4,11,3,4,40,1
1,10,10,4,99,0
4,12,1,4,56,1
1,9,10,4,40,1
4,15,1,4,40,0
4,11,3,4,45,1
4,11,4,4,40,0
4,11,3,4,40,1
4,15,7,4,40,1
4,0,12,4,20,0
4,11,3,0,48,1
4,11,14,4,65,1
4,5,8,4,25,0
5,9,4,1,50,1
4,11,12,0,35,0
2,15,11,4,60,1
4,11,5,4,40,1
4,5,7,4,40,1
4,5,8,2,10,0
6,11,5,4,12,0
4,11,3,1,1,1
4,11,11,4,55,1
4,11,3,4,40,1
4,9,10,2,50,1
5,8,4,4,40,1
4,15,3,1,40,1
6,15,12,4,50,1
4,11,8,4,40,1
6,11,11,4,30,1
2,11,11,0,40,1
4,8,8,2,40,0
4,15,4,4,40,1
4,11,8,2,20,0
7,10,10,4,48,0
0,11,0,4,20,0
4,9,10,4,40,1
4,11,3,4,40,1
2,1,11,4,10,1
4,9,10,4,50,1
4,5,8,4,35,0
4,11,12,4,40,1
6,11,8,4,50,0
4,11,3,4,40,1
6,15,4,4,40,1
2,9,10,4,15,0
0,0,0,4,40,1
4,1,6,4,40,1
4,8,4,4,50,1
4,15,4,4,3,0
4,15,4,4,40,0
4,7,1,4,35,0
4,11,1,2,40,0
7,15,1,2,35,0
4,6,3,4,55,1
4,11,3,4,46,1
4,9,7,4,25,1
0,9,0,4,18,1
4,0,3,2,40,1
0,1,0,4,8,0
6,14,10,4,45,1
4,9,7,4,40,1
2,15,4,4,56,1
4,9,8,4,40,1
4,11,3,2,45,1
6,15,3,4,55,1
4,7,12,4,30,1
4,11,3,4,40,1
4,9,4,4,40,1
4,9,10,4,30,1
4,11,4,4,40,1
6,11,3,4,40,1
4,15,8,4,30,0
4,15,1,4,60,0
4,2,3,4,40,1
5,11,4,4,80,1
4,15,4,4,50,1
4,11,7,2,40,1
4,9,13,4,40,0
4,11,7,2,40,0
4,8,4,4,42,0
2,10,10,4,52,0
4,15,8,4,40,1
0,11,0,4,70,1
4,9,1,4,40,1
0,11,0,4,40,1
4,7,1,2,35,1
4,9,4,4,40,1
5,15,4,4,60,1
4,15,6,4,50,1
0,1,0,4,30,1
0,15,0,4,40,1
4,12,13,4,50,1
4,8,3,4,40,1
4,9,4,4,40,0
7,11,1,4,40,1
4,12,1,4,38,0
4,15,8,4,30,0
4,9,1,4,30,0
4,5,9,4,30,0
4,12,4,4,40,1
0,11,0,4,35,1
4,11,13,4,40,0
4,7,3,2,40,1
4,11,14,4,40,1
7,15,1,4,40,1
4,9,8,4,40,1
4,11,7,4,40,0
4,15,10,2,40,0
6,15,14,4,60,1
4,11,11,0,40,1
4,8,7,3,40,1
4,15,1,2,40,0
0,7,0,2,40,1
4,12,1,4,40,0
1,15,1,4,40,0
7,12,4,4,40,1
2,9,10,4,24,1
5,11,3,4,50,1
4,15,12,4,35,0
4,10,10,4,65,0
4,11,14,4,50,1
4,11,8,4,40,1
4,11,14,4,45,1
4,15,4,4,40,1
4,9,4,4,70,1
4,15,1,4,45,0
4,7,10,4,40,0
0,15,0,2,40,0
4,1,8,4,40,1
4,9,8,4,30,1
4,11,7,4,48,1
5,10,5,4,40,1
6,12,5,4,60,1
6,6,5,4,70,1
4,11,3,2,40,1
4,11,12,4,15,0
6,12,12,4,55,1
4,11,3,4,40,1
4,11,8,4,40,0
4,11,12,4,45,0
4,6,9,2,10,0
6,15,3,4,40,1
4,11,1,4,40,0
6,7,12,2,60,1
2,11,14,4,35,0
4,11,12,4,50,1
4,15,3,4,40,1
4,15,1,4,20,0
4,9,8,4,24,0
4,8,1,4,40,0
4,15,1,2,40,0
4,2,8,4,20,0
4,11,12,4,60,1
4,4,6,4,40,1
4,9,10,4,40,0
4,11,14,4,54,1
4,9,4,4,40,0
4,15,14,4,40,1
4,0,12,2,38,0
0,1,0,4,32,0
4,8,14,4,40,1
4,9,12,4,40,1
4,11,9,4,25,0
5,11,4,4,60,1
2,15,1,4,30,1
5,12,4,4,40,1
0,12,0,4,48,0
4,11,1,4,40,0
4,15,10,4,50,1
4,9,1,4,40,1
5,9,12,4,60,1
7,10,10,4,50,1
4,0,8,4,30,1
4,11,3,4,40,1
4,12,12,4,60,1
4,15,1,4,40,0
4,9,1,4,40,1
7,11,11,4,40,1
4,15,4,4,40,1
4,5,7,2,48,1
4,11,4,4,45,1
4,11,1,4,50,1
4,9,13,4,7,0
4,7,1,4,40,0
2,9,10,4,40,0
4,11,14,4,50,1
4,15,1,4,25,0
4,0,14,4,40,1
4,7,8,4,25,1
5,9,10,4,40,1
2,12,10,4,40,1
4,11,3,4,40,1
4,11,14,4,40,1
4,1,6,4,40,1
4,1,7,4,30,1
6,9,12,4,80,1
4,14,10,1,10,1
4,11,1,4,25,1
4,11,14,4,45,1
4,2,14,4,46,1
4,11,3,4,16,1
6,8,4,4,60,1
4,0,14,4,40,1
4,15,1,2,40,0
4,15,1,3,35,0
4,11,1,4,40,0
4,11,12,4,40,1
4,0,14,4,40,1
4,9,12,4,50,1
4,8,7,4,40,1
4,11,7,4,30,0
4,11,8,4,40,1
4,9,4,4,5,0
2,0,3,4,40,1
4,7,8,4,80,0
6,15,5,4,20,0
4,11,1,2,40,1
4,11,4,4,50,0
4,0,5,4,56,0
4,15,3,4,40,1
1,15,10,4,44,1
4,15,6,2,20,0
4,0,12,4,52,1
6,8,5,4,50,1
4,11,6,4,40,1
4,11,12,4,20,1
4,9,1,4,37,0
6,11,5,4,70,1
4,11,3,4,40,1
4,6,6,1,40,1
4,11,1,4,40,1
2,10,10,4,38,0
1,9,1,1,38,1
4,9,13,4,35,0
4,9,4,1,40,1
4,1,8,2,40,0
4,11,8,4,40,0
4,5,3,4,40,1
4,12,4,4,43,1
4,15,1,4,40,0
6,11,5,4,45,1
4,9,4,4,50,1
2,12,10,4,40,0
4,9,4,4,40,1
4,15,4,4,50,0
4,15,3,4,40,1
4,9,12,4,48,0
4,11,3,4,60,1
4,15,10,4,30,0
4,15,3,4,40,1
4,4,3,4,48,1
4,9,13,4,35,1
2,11,3,4,40,1
2,11,8,4,40,1
4,1,7,4,40,1
4,2,13,4,40,1
0,15,0,4,22,1
7,8,11,4,40,1
5,9,12,4,55,1
4,15,3,1,40,1
4,8,4,4,40,0
4,15,1,4,25,1
4,9,10,4,35,1
4,11,1,4,40,1
4,9,10,4,40,0
6,11,3,4,80,1
4,2,8,4,40,1
4,5,8,4,99,0
4,15,4,4,44,1
4,11,3,4,40,1
4,11,7,2,40,1
4,9,4,4,50,1
4,9,4,4,50,1
0,7,0,4,40,0
4,11,3,4,40,1
4,15,10,4,45,1
4,11,7,2,40,0
0,15,0,4,40,1
4,7,10,4,40,1
0,15,0,4,20,1
4,9,10,4,40,1
4,11,14,3,40,1
4,11,1,4,40,0
4,11,8,4,30,0
4,9,4,4,40,1
6,3,4,0,65,1
5,15,12,4,35,0
0,8,0,4,15,0
6,9,10,4,40,0
4,8,1,4,40,1
7,9,10,4,55,0
4,2,12,2,15,0
4,15,12,2,20,0
0,7,0,4,35,0
2,11,14,4,40,1
4,2,7,4,45,1
4,11,3,4,55,1
4,9,10,4,40,0
4,11,4,4,40,1
0,15,0,4,25,0
4,11,1,4,40,0
0,5,0,4,20,0
4,15,7,2,40,1
4,7,13,4,40,1
6,9,5,4,65,1
6,6,3,4,45,1
5,12,4,4,99,0
4,15,12,4,28,1
0,11,0,4,40,1
4,10,10,4,45,1
4,15,14,2,75,1
4,9,12,4,40,1
6,11,5,4,50,1
4,11,12,4,80,1
6,11,4,4,24,1
4,9,1,4,44,1
4,12,4,4,40,1
2,12,10,4,40,0
4,8,13,4,45,1
4,15,5,4,40,1
2,15,10,4,50,1
4,12,4,4,50,1
4,12,10,4,45,1
4,7,4,4,50,0
4,11,12,4,40,1
4,11,10,4,40,1
6,11,3,4,40,1
2,11,4,4,40,1
4,15,12,4,60,1
4,11,3,4,40,1
4,9,13,4,16,0
4,15,14,4,40,1
4,1,8,4,40,0
4,9,10,4,40,1
0,15,0,4,40,1
4,11,3,4,40,1
4,15,1,4,12,0
6,11,14,4,48,1
0,6,0,4,40,1
2,9,11,4,40,1
4,15,3,4,40,1
4,9,12,4,50,0
0,11,0,4,1,1
8,11,14,4,20,1
4,15,3,4,40,1
2,8,4,4,40,0
4,11,3,4,40,1
4,0,3,4,40,1
4,11,6,4,48,0
1,9,4,4,40,1
4,8,3,4,40,1
4,9,4,4,40,1
1,12,4,4,40,1
2,11,3,4,40,1
4,11,8,2,10,1
4,1,4,4,40,1
4,11,8,4,40,0
4,15,1,4,40,0
5,5,3,4,50,1
7,12,10,4,60,1
6,11,3,4,30,1
7,11,14,0,38,1
4,15,12,4,25,1
4,12,10,4,40,1
0,0,0,2,40,1
6,7,4,4,40,1
4,7,10,4,40,1
4,8,8,0,40,0
4,12,12,4,55,1
0,15,0,4,43,0
4,5,3,4,40,1
2,8,14,2,40,1
4,5,8,4,35,1
4,15,1,2,40,0
4,9,4,1,40,0
0,15,0,4,10,1
4,11,3,4,40,1
4,11,7,4,40,1
4,15,3,4,40,1
4,8,9,4,25,1
1,11,1,4,40,0
4,2,6,4,40,1
4,15,12,4,30,0
4,15,1,4,38,0
4,11,1,4,40,0
4,5,7,4,40,1
4,11,12,4,18,0
6,11,8,4,6,0
4,15,3,4,55,1
2,11,11,4,40,1
2,12,10,2,40,0
1,15,1,4,40,0
4,5,6,4,50,1
4,11,7,4,40,0
6,9,13,4,15,1
4,12,10,4,70,1
4,9,4,4,50,1
4,11,12,4,40,1
4,11,12,4,68,1
4,8,12,4,40,1
2,9,10,4,40,1
4,9,8,4,45,0
1,11,14,2,40,1
4,11,8,4,28,0
4,14,3,4,40,1
4,8,10,4,40,0
4,8,3,4,40,1
4,0,12,1,30,0
4,6,14,4,40,1
2,9,10,4,50,0
4,15,1,4,40,0
4,15,6,4,40,1
4,9,10,2,60,0
4,8,4,4,40,1
1,15,10,4,40,0
6,15,4,2,25,1
4,15,4,4,25,0
4,11,1,2,40,1
2,9,4,4,40,1
4,15,10,4,15,1
4,12,4,4,40,1
4,15,3,4,40,1
5,9,12,4,50,1
4,8,3,4,40,1
4,15,1,4,40,1
7,7,1,4,40,0
4,11,7,4,40,0
4,15,8,4,24,0
4,5,3,4,40,1
0,15,0,4,40,1
4,12,4,4,45,1
0,1,0,2,20,0
5,14,12,4,40,1
5,9,4,4,45,1
4,15,12,4,60,1
4,9,12,4,60,1
4,9,13,1,40,1
4,11,7,4,60,1
6,12,10,4,40,1
4,7,13,4,45,1
6,14,10,4,40,1
4,3,8,4,25,1
4,5,8,1,40,1
2,8,3,4,40,1
4,11,6,4,40,1
4,9,1,4,40,1
6,12,5,4,50,1
4,11,8,4,30,0
4,11,14,4,35,1
4,5,3,4,40,1
4,0,8,4,40,0
2,11,8,4,40,1
4,1,6,4,25,1
2,11,1,4,40,0
2,11,1,4,40,0
1,11,4,4,40,0
6,0,3,4,50,1
0,15,0,4,30,0
4,11,10,4,57,0
4,15,12,4,34,1
7,15,8,2,20,0
0,11,0,4,38,0
4,15,7,4,40,1
4,10,10,3,50,1
4,11,8,1,40,1
4,15,1,4,38,1
5,7,12,4,40,0
4,9,4,4,40,0
4,11,12,4,37,1
4,15,1,2,36,1
4,12,1,4,50,1
6,14,10,4,60,1
6,7,10,4,25,0
4,11,8,4,40,1
4,11,12,4,20,0
0,12,0,4,40,0
4,11,12,2,40,1
4,15,1,4,40,0
5,9,12,4,65,1
7,15,1,4,40,1
7,9,4,4,35,1
4,11,3,4,35,1
6,9,5,4,75,1
4,11,3,4,40,1
4,9,1,4,32,0
4,15,1,4,45,1
1,15,1,4,40,1
7,10,10,4,70,0
4,9,14,4,20,1
4,15,8,2,40,1
4,11,7,2,40,0
4,11,8,4,40,0
2,12,10,4,50,1
4,11,7,4,40,1
4,14,10,4,50,1
4,1,12,4,20,1
4,11,14,4,55,1
0,12,0,4,55,0
4,15,1,4,40,1
4,9,3,1,40,1
4,15,12,4,15,0
4,0,8,4,70,1
4,9,1,2,40,0
4,15,4,2,40,0
6,11,8,2,50,0
4,15,12,4,8,1
4,11,5,4,40,1
4,1,5,4,40,1
4,15,6,4,40,1
4,15,1,4,44,0
4,9,3,4,50,1
7,11,1,4,40,1
4,11,7,4,40,1
4,12,4,4,60,1
4,2,7,4,40,1
7,11,4,4,40,0
6,6,3,4,50,1
2,9,10,4,40,0
1,15,14,4,40,0
4,8,3,4,24,1
7,0,5,4,40,1
4,1,3,4,40,1
4,9,4,4,50,1
6,15,10,2,50,1
2,11,1,2,20,0
4,9,4,4,50,1
4,11,4,4,40,1
5,11,4,4,45,1
4,15,4,4,40,1
2,11,6,4,40,1
4,15,8,4,32,0
4,11,1,4,13,0
4,8,3,4,48,1
4,11,12,4,40,1
4,15,1,4,40,0
4,0,7,4,40,0
0,9,0,4,30,0
4,1,12,4,8,0
4,9,3,4,50,1
0,11,0,4,8,0
4,15,6,4,40,1
0,9,0,4,30,1
4,15,12,4,45,0
6,15,3,4,40,1
4,11,6,4,30,1
4,15,12,4,45,1
2,12,10,4,50,0
4,1,14,4,40,1
2,8,11,4,40,1
4,15,8,4,25,1
4,11,8,2,40,0
4,11,8,2,36,1
1,9,4,4,40,1
7,12,12,4,80,1
4,9,12,2,45,1
5,10,4,4,40,1
4,11,14,4,40,1
4,15,10,4,40,0
4,9,13,4,40,0
4,6,3,2,49,1
4,11,3,2,40,1
0,15,0,4,20,1
4,9,8,1,52,0
4,1,3,4,8,1
4,11,1,4,30,1
4,15,1,4,16,0
4,15,11,4,16,0
2,9,10,4,25,0
4,9,10,4,45,1
4,0,10,3,15,0
4,11,7,2,40,1
4,11,3,4,40,1
0,15,0,4,25,1
4,11,8,4,40,1
4,15,4,4,50,1
1,15,4,4,55,1
6,11,10,2,40,0
6,8,12,4,40,1
4,11,7,4,40,1
1,9,4,2,40,1
4,11,3,4,60,1
6,5,12,4,35,1
4,15,1,4,40,0
4,15,4,4,45,1
0,15,0,4,32,0
4,0,7,4,40,0
2,11,4,4,40,0
4,9,4,2,40,0
4,9,5,4,50,1
4,5,8,4,40,0
4,11,5,2,40,1
0,9,0,4,40,1
4,11,6,4,40,1
1,7,1,4,40,1
4,12,12,4,28,1
4,1,14,4,39,1
4,9,7,4,40,1
4,11,3,4,40,1
4,9,10,4,8,0
2,9,10,4,40,1
4,9,1,2,40,0
4,11,3,4,40,1
4,1,7,4,40,1
0,14,0,4,25,0
4,12,7,4,40,0
4,11,1,4,45,1
4,9,10,4,40,0
3,1,0,4,10,0
2,11,8,4,30,0
4,11,3,4,40,1
4,15,12,4,40,1
4,15,8,4,60,0
4,4,8,4,40,1
4,15,4,4,60,1
6,11,3,4,30,1
4,15,8,4,30,0
4,15,10,2,40,1
4,15,3,4,40,1
4,9,1,4,40,0
2,5,6,4,40,1
4,15,1,2,40,0
4,2,6,0,40,1
6,11,5,4,50,1
4,11,3,4,40,1
7,15,1,4,35,0
1,11,1,4,40,1
4,11,7,4,40,1
4,1,3,4,40,1
4,6,7,2,56,1
4,15,5,4,40,1
6,11,10,1,60,0
5,11,12,4,50,1
2,15,13,4,42,1
4,15,10,4,40,1
4,15,4,2,50,0
4,11,1,3,40,0
4,14,10,4,30,0
4,9,4,4,50,1
2,9,1,4,40,1
5,9,4,4,40,1
4,9,3,4,40,1
4,11,3,4,40,1
4,6,7,4,42,1
4,11,7,4,40,1
6,1,1,4,30,0
4,11,7,4,40,1
6,14,10,4,44,0
4,15,4,4,40,1
4,15,7,4,40,1
4,1,8,4,40,1
4,15,1,4,40,0
4,9,8,4,45,1
4,11,1,4,40,0
4,9,10,1,40,0
4,8,1,2,40,0
2,7,1,4,40,1
4,12,10,4,40,1
4,9,12,4,55,1
6,15,7,4,40,1
6,8,8,4,50,1
4,15,13,4,40,1
2,15,11,4,40,1
4,1,12,4,40,0
1,12,4,4,60,1
4,11,7,4,40,1
4,7,3,4,40,1
0,2,0,4,40,0
4,11,8,4,32,0
4,2,4,4,42,1
0,15,0,2,40,0
4,11,12,4,48,0
6,15,8,2,50,0
4,11,4,4,40,0
4,9,10,4,40,1
4,4,5,4,48,1
4,11,3,4,48,1
4,8,3,4,50,1
4,12,4,4,60,1
1,11,1,2,40,0
4,15,1,4,40,1
4,11,7,4,40,1
6,14,3,4,60,1
5,6,12,4,45,1
2,12,10,4,55,0
4,9,12,4,40,1
4,7,4,2,40,0
4,5,7,4,40,0
5,12,4,1,60,1
4,0,6,4,40,1
4,1,6,4,20,1
6,11,3,4,35,1
4,4,8,4,20,1
6,15,14,4,50,1
4,10,4,1,40,1
4,12,1,4,20,0
4,11,8,4,40,1
4,11,1,4,37,0
4,15,6,2,40,1
4,15,6,4,40,1
6,15,5,4,84,1
4,6,8,4,35,0
6,11,14,4,50,1
4,15,13,4,40,1
4,11,6,4,40,1
0,11,0,4,24,1
5,11,12,4,30,1
0,11,0,4,35,0
4,11,12,2,24,0
4,11,1,4,40,0
4,2,8,4,25,0
4,13,10,3,30,1
4,14,10,4,55,1
4,14,10,4,60,1
4,15,10,4,20,1
4,12,10,4,60,1
4,15,12,4,40,0
4,15,6,4,20,1
4,15,3,4,65,1
4,1,7,4,40,0
4,11,7,2,40,0
6,11,3,2,25,1
4,15,8,4,10,0
7,15,10,2,40,1
4,15,14,4,20,0
1,11,1,4,40,0
4,6,5,4,45,1
6,11,5,4,65,1
4,11,12,4,50,1
5,11,3,4,10,1
2,9,1,4,40,0
7,0,8,4,40,1
4,9,4,4,14,0
2,15,4,0,40,0
6,11,12,4,50,0
6,5,10,4,40,1
4,14,10,1,67,1
4,15,3,4,55,1
4,15,3,4,40,1
4,11,3,4,40,1
4,8,10,4,36,0
4,1,12,4,20,0
4,15,10,4,40,1
4,11,11,0,40,0
1,9,10,4,40,1
0,11,0,4,35,0
4,11,8,4,15,0
4,11,4,4,38,1
4,9,12,4,65,1
4,11,8,4,40,0
6,8,5,4,55,1
0,5,0,4,40,1
4,1,3,4,40,1
4,11,1,4,16,0
2,10,10,4,40,0
6,9,4,4,40,1
4,9,13,4,40,1
4,11,3,4,40,1
4,11,8,4,25,1
4,11,4,4,40,0
4,8,3,4,40,1
2,12,4,4,60,0
5,9,12,4,60,1
4,15,4,4,45,0
7,9,10,4,45,0
4,9,3,1,40,1
4,11,12,2,40,0
4,11,14,4,55,1
6,0,3,4,40,1
4,15,7,4,60,1
4,11,14,1,40,1
5,9,10,4,45,0
4,1,8,4,40,1
4,11,8,4,20,0
4,15,3,4,60,1
6,4,5,4,30,1
4,8,6,4,45,1
4,11,7,4,55,0
4,9,10,4,40,1
4,11,4,4,40,0
4,3,5,4,77,1
2,8,11,4,53,1
4,0,3,4,70,1
4,9,10,4,50,1
7,12,10,4,60,1
7,15,11,4,40,1
6,11,3,4,55,1
4,11,12,4,32,0
4,11,3,0,40,1
4,0,14,4,45,1
4,1,6,4,40,1
4,11,8,4,40,1
4,11,1,2,40,0
4,7,3,4,45,1
4,9,12,4,40,1
1,11,1,4,40,1
1,11,1,2,40,0
4,15,1,4,40,0
0,12,0,4,50,1
4,11,3,4,40,1
4,15,7,4,40,1
0,11,0,4,40,1
4,11,8,4,30,1
4,1,11,4,55,1
4,8,10,4,40,0
6,8,4,4,50,0
2,11,11,2,35,1
2,9,10,2,42,0
1,9,10,4,40,1
2,11,1,4,40,0
4,11,8,4,40,1
4,0,3,2,40,0
4,11,7,4,38,1
4,11,1,2,40,0
4,10,10,1,50,1
0,15,0,4,70,1
5,14,10,4,45,1
6,9,5,4,70,1
4,11,7,3,50,1
1,8,6,4,25,1
4,9,5,4,65,1
4,15,8,4,15,1
0,15,0,3,40,0
2,9,11,2,70,1
1,9,4,1,45,0
4,15,11,4,15,1
2,9,1,4,35,0
4,15,10,4,40,1
4,12,4,4,60,1
4,8,3,4,45,1
4,15,10,2,40,1
4,15,11,2,30,0
4,11,8,1,60,1
6,9,10,4,21,1
0,12,0,4,2,1
7,9,1,2,40,0
4,1,14,4,40,1
4,11,8,4,35,0
4,15,11,4,20,1
4,9,10,4,40,1
4,15,3,4,40,1
4,11,7,2,45,1
4,2,3,4,20,1
4,9,6,4,35,1
4,15,12,4,43,0
4,15,6,4,40,1
4,15,3,4,45,1
0,10,0,4,70,1
2,11,1,4,40,0
4,15,7,4,84,1
4,11,14,4,50,1
7,11,1,4,35,0
4,9,10,4,50,1
6,9,14,4,65,1
4,11,5,4,25,1
6,9,12,4,30,1
4,11,8,2,14,0
5,9,8,4,35,0
4,11,1,3,19,0
2,11,8,4,80,0
2,9,1,4,40,1
4,15,1,4,40,0
4,15,7,4,40,1
4,11,3,4,40,1
6,11,5,4,80,1
4,1,8,4,12,1
0,11,0,4,25,0
4,1,5,4,60,1
4,0,3,4,48,1
4,9,10,4,10,0
4,7,13,4,40,1
4,15,13,4,40,1
4,7,13,4,45,0
4,9,1,4,40,0
6,9,3,4,50,1
4,15,8,4,40,0
4,5,14,4,40,1
6,11,3,4,48,1
4,15,3,4,50,1
0,11,0,4,2,0
4,8,14,4,30,1
4,12,10,4,40,0
6,9,10,4,40,0
0,11,0,4,40,1
6,11,3,4,50,1
2,11,10,2,40,0
6,1,4,4,50,1
4,11,3,4,40,1
4,11,1,4,45,0
2,12,10,2,37,0
4,11,14,4,50,1
6,8,8,4,15,0
4,7,5,1,40,1
4,11,3,4,40,1
4,11,3,4,40,1
4,1,12,4,65,1
4,15,4,4,50,1
7,9,10,4,40,0
4,11,14,4,40,1
4,9,10,4,40,0
2,9,10,4,45,1
4,15,8,1,40,1
4,11,1,4,40,0
4,11,7,4,40,0
4,9,1,4,40,1
4,8,4,4,50,1
4,9,10,4,40,1
4,11,3,4,50,1
4,15,4,2,40,1
4,12,10,4,40,1
6,11,6,4,40,1
6,15,8,4,40,1
5,9,12,4,50,1
4,7,10,4,13,0
4,11,8,4,40,0
4,2,8,4,40,0
4,9,12,4,60,1
0,15,0,4,22,1
4,8,13,4,40,0
2,11,3,4,40,1
4,8,4,4,60,1
4,1,7,4,40,1
5,8,12,4,54,1
1,11,13,4,40,1
4,11,8,4,30,0
6,15,12,4,35,1
4,0,14,4,60,1
0,1,0,4,40,1
5,2,3,4,45,1
4,6,8,2,40,0
4,9,12,4,50,1
4,11,1,2,40,1
5,8,4,4,40,1
4,9,10,4,55,1
4,9,10,3,40,1
0,8,0,4,25,0
4,11,7,4,40,1
4,9,1,4,56,1
4,9,4,4,40,0
1,15,10,2,40,0
4,8,5,4,40,1
1,11,1,4,40,1
4,0,8,4,40,1
2,15,4,4,25,0
4,2,7,4,40,0
4,11,5,4,40,1
6,11,5,4,60,1
1,15,1,2,40,0
4,15,1,4,17,0
4,15,8,4,40,1
4,11,7,4,40,1
4,10,10,4,8,1
4,8,1,4,40,1
4,11,12,4,30,0
4,9,10,4,40,1
4,12,4,4,50,1
4,11,3,4,40,1
0,15,0,4,45,1
4,11,11,4,40,1
4,15,10,4,40,1
4,15,3,4,35,1
4,9,4,4,45,1
4,11,7,4,40,0
4,11,8,1,30,1
4,11,3,4,50,1
4,9,12,4,50,1
7,7,14,4,40,1
4,15,3,4,80,1
7,2,14,2,20,1
4,9,8,1,35,0
4,9,10,4,40,1
4,11,8,4,40,0
4,15,12,4,48,0
4,12,12,4,45,0
4,11,3,4,40,0
4,7,1,4,40,1
2,8,13,4,40,1
4,9,10,4,45,0
6,15,10,4,10,1
2,9,10,4,50,0
7,12,10,1,20,1
4,2,5,2,60,1
4,11,3,4,40,0
4,9,10,4,45,0
7,9,10,4,15,1
4,11,7,4,50,1
4,11,14,4,45,1
4,4,7,4,40,0
2,9,10,4,35,1
4,9,3,4,48,1
4,15,1,4,20,0
4,4,6,4,40,1
4,11,1,4,40,1
5,15,14,2,35,1
4,11,12,4,65,1
0,11,0,4,30,1
4,15,4,4,62,1
4,15,1,4,15,0
4,15,12,2,14,0
5,15,4,4,50,1
